movie,production_budget,domestic_gross,worldwide_gross,mpaa_rating,genre
The Color Purple,15000000,93589701,93589701,PG-13,Drama
The Imitation Game,15000000,91125143,227773686,PG-13,Drama
Beetlejuice,15000000,73326666,73326666,PG,Comedy
Ben-Hur,15000000,73000000,73000000,G,Adventure
Mama,15000000,71628180,148095566,PG-13,Horror
Private Benjamin,15000000,69847348,69847348,R,Comedy
Coal Miner's Daughter,15000000,67182787,67182787,PG,Drama
Lethal Weapon,15000000,65192350,120192350,R,Action
Diary of a Wimpy Kid,15000000,64003625,76954311,PG,Adventure
National Lampoon’s Vacation,15000000,61400000,61400000,R,Comedy
The Queen,15000000,56441711,128885873,PG-13,Drama
Little Women,15000000,50003303,50003303,PG,Drama
The Deer Hunter,15000000,50000000,50009253,R,Drama
When a Stranger Calls,15000000,47860214,67215435,PG-13,Horror
Big Fat Liar,15000000,47811275,52461017,PG,Adventure
Cop Land,15000000,44906632,63706632,R,Drama
Wag the Dog,15000000,43057470,64252038,R,Drama
The Lizzie McGuire Movie,15000000,42734455,55534455,PG,Adventure
The Faculty,15000000,40283321,40283321,R,Horror
What's Love Got to Do With It,15000000,39100956,39100956,R,Drama
Not Another Teen Movie,15000000,37882551,62401343,R,Comedy
Wild,15000000,37880356,52460543,R,Drama
Lawrence of Arabia,15000000,37495385,69995385,PG,Adventure
The Theory of Everything,15000000,35893537,123327692,PG-13,Drama
Drive,15000000,35060689,81357930,R,Action
Malibu's Most Wanted,15000000,34308901,34499204,PG-13,Comedy
Where the Heart Is,15000000,33771174,40862054,PG-13,Drama
Halloween 2,15000000,33392973,38512850,R,Horror
The Last House on the Left,15000000,32752215,46526243,R,Horror
Because of Winn-Dixie,15000000,32647042,33508485,PG,Comedy
The Princess Bride,15000000,30857000,30858487,PG,Adventure
Halloween: Resurrection,15000000,30259652,37659652,R,Horror
The Great Debaters,15000000,30226144,30261293,PG-13,Drama
When the Game Stands Tall,15000000,30127963,30138912,PG,Drama
28 Weeks Later,15000000,28638916,64232714,R,Horror
Love and Basketball,15000000,27441122,27709625,PG-13,Drama
Book of Shadows: Blair Witch 2,15000000,26421314,47721314,R,Horror
Boogie Nights,15000000,26410771,43111725,R,Drama
Ramona and Beezus,15000000,26167002,27469621,G,Adventure
The Remains of the Day,15000000,22954968,63954968,PG,Drama
Nowhere to Run,15000000,22189039,52189039,R,Action
Urban Legends: Final Cut,15000000,21468807,38574362,R,Horror
The Place Beyond the Pines,15000000,21403519,47011449,R,Drama
Flicka,15000000,21000147,21896367,PG,Drama
The Hills Have Eyes II,15000000,20804166,37466538,R,Horror
Keanu,15000000,20591853,20688141,R,Comedy
Country Strong,15000000,20218921,20601987,PG-13,Drama
Tuck Everlasting,15000000,19161999,19344615,PG,Drama
The Marine,15000000,18844784,22165608,PG-13,Action
The Big Lebowski,15000000,17498804,46189568,R,Comedy
The Hurt Locker,15000000,17017811,49894223,R,Drama
The Man with the Iron Fists,15000000,15634090,22018988,R,Action
Firestarter,15000000,15136870,15136870,,Horror
Freddy Got Fingered,15000000,14249005,14249005,R,Comedy
One Day,15000000,13843771,59168692,PG-13,Drama
De-Lovely,15000000,13337299,18524496,PG-13,Drama
Whip It,15000000,13077184,18889972,PG-13,Comedy
Highlander: Endgame,15000000,12801190,12801190,R,Action
The Founder,15000000,12786053,24408130,PG-13,Drama
Confidence,15000000,12212417,12212417,R,Drama
Knockaround Guys,15000000,11660180,12419700,R,Drama
The Muse,15000000,11614954,11614954,PG-13,Comedy
Barney's Great Adventure,15000000,11156471,11156471,G,Adventure
New York Stories,15000000,10763469,10763469,PG,Drama
Here on Earth,15000000,10494147,10845127,PG-13,Drama
Raise Your Voice,15000000,10411980,14811980,PG,Drama
The Dark Half,15000000,9579068,9579068,R,Horror
Black Snake Moan,15000000,9396870,10951153,R,Drama
Dark Blue,15000000,9237470,12262065,R,Drama
A Mighty Heart,15000000,9176787,19153568,R,Drama
Boat Trip,15000000,8586376,14933713,R,Comedy
The Importance of Being Earnest,15000000,8378141,8378141,PG,Comedy
Hoot,15000000,8117637,8224998,PG,Adventure
In Bruges,15000000,7800825,34533783,R,Comedy
Promised Land,15000000,7597898,12394562,R,Drama
Mulholland Drive,15000000,7219578,20785973,R,Drama
The Rocker,15000000,6409528,8767338,PG-13,Comedy
Jakob the Liar,15000000,4956401,4956401,PG-13,Drama
Idle Hands,15000000,4023741,4023741,R,Horror
Blood and Chocolate,15000000,3526588,6551310,PG-13,Horror
You Will Meet a Tall Dark Stranger,15000000,3247816,34247816,R,Drama
Never Let Me Go,15000000,2434652,11173718,R,Drama
The Disappointments Room,15000000,2423467,3144688,R,Horror
The Company,15000000,2281585,3396508,PG-13,Drama
Crazy in Alabama,15000000,1954202,1954202,PG-13,Drama
The Clan of the Cave Bear,15000000,1953732,1953732,,Adventure
Banlieue 13,15000000,1200216,11599903,R,Action
Felicia's Journey,15000000,824295,1970268,PG-13,Drama
Metropolis,15000000,673414,1405032,PG-13,Adventure
The Reluctant Fundamentalist,15000000,528731,528731,R,Drama
The Return,15000000,501752,5953886,PG-13,Drama
Buffalo Soldiers,15000000,353743,353743,R,Comedy
Centurion,15000000,123570,7885048,R,Action
Ong-Bak 2,15000000,102458,7583050,R,Action
Winnie Mandela,15000000,61847,61847,R,Drama
The Son of No One,15000000,30680,1148578,R,Drama
All the Queen's Men,15000000,22723,22723,PG-13,Comedy
In Dubious Battle,15000000,0,214182,R,Drama
Magic Mike XXL,14500000,66013057,123709460,R,Comedy
Romeo+Juliet,14500000,46338728,147542381,PG-13,Drama
Elle s'appelait Sarah,14500000,7691700,25480031,PG-13,Drama
Freedom,14500000,0,872757,R,Drama
Slumdog Millionaire,14000000,141330703,384530440,R,Drama
Towering Inferno,14000000,116000000,139700000,PG,Action
Crocodile Dundee 2,14000000,109306210,239606210,PG,Adventure
Born on the Fourth of July,14000000,70001698,70001698,R,Drama
Cool Runnings,14000000,68856263,155056263,PG,Adventure
Stomp the Yard,14000000,61356221,75525718,PG-13,Drama
My Bloody Valentine,14000000,51545952,102836002,R,Horror
The Possession,14000000,49130588,82925064,PG-13,Horror
First Blood,14000000,47212904,125212904,R,Action
The Spy Who Loved Me,14000000,46800000,185400000,PG,Action
Urban Legend,14000000,38116707,72571864,R,Horror
Taps,14000000,35856053,35856053,PG,Drama
Tyler Perry's Good Deeds,14000000,35025791,35579177,PG-13,Drama
White Fang,14000000,34729091,34729091,PG,Adventure
Dangerous Liaisons,14000000,34700000,34700000,R,Drama
Superstar,14000000,30628981,30628981,PG-13,Comedy
The Iron Lady,14000000,29959436,115592104,PG-13,Drama
Poetic Justice,14000000,27450453,27450453,R,Drama
Jonah: A VeggieTales Movie,14000000,25571351,25608779,G,Adventure
All About the Benjamins,14000000,25482931,25873145,R,Comedy
Exorcist II: The Heretic,14000000,25011000,25011000,,Horror
Our Family Wedding,14000000,20255281,21410546,PG-13,Comedy
Vampire in Brooklyn,14000000,19637147,19637147,R,Horror
An American Haunting,14000000,16298046,30443277,PG-13,Horror
Thinner,14000000,15171475,15171475,R,Horror
Tea with Mussolini,14000000,14395874,14395874,PG,Drama
Jason X,14000000,13121555,16951798,R,Horror
Crooklyn,14000000,13024170,13024170,PG-13,Comedy
Hot Tub Time Machine 2,14000000,12314651,12452601,R,Comedy
Bobby,14000000,11242801,20597806,R,Drama
Fun Size,14000000,9409538,11166615,PG-13,Comedy
Le Scaphandre et le Papillon,14000000,5990075,22754472,PG-13,Drama
Little Children,14000000,5463019,14121177,R,Drama
Gossip,14000000,5108820,12591270,R,Drama
A Walk on the Moon,14000000,4741987,4741987,R,Drama
Suffragette,14000000,4702420,34044909,PG-13,Drama
Mr. Turner,14000000,3958546,25187026,R,Drama
Soul Survivors,14000000,3100650,4288246,PG-13,Horror
Jefferson in Paris,14000000,2461628,2461628,PG-13,Drama
Caravans,14000000,1000000,1000000,,Adventure
The Lucky Ones,14000000,266967,266967,R,Drama
Margaret,14000000,47185,623292,R,Drama
Brokeback Mountain,13900000,83043761,177012173,R,Drama
Clueless,13700000,56598476,56598476,PG-13,Comedy
Teenage Mutant Ninja Turtles,13500000,135265915,202000000,PG,Adventure
Far From Heaven,13500000,15901849,29027914,PG-13,Drama
Seven Psychopaths,13500000,15024049,33035736,R,Comedy
Quills,13500000,7060876,11732088,R,Drama
The Border,13500000,6118683,6118683,,Drama
Der Untergang,13500000,5501940,93631744,R,Drama
The Caveman's Valentine,13500000,687081,892506,R,Drama
The Last Godfather,13400000,164247,164247,PG-13,Comedy
Mar adentro,13300000,2086345,39686345,PG-13,Drama
Good Morning Vietnam,13000000,123922370,123922370,R,Comedy
Save the Last Dance,13000000,91038276,122244329,PG-13,Drama
The First Purge,13000000,69086325,136112145,R,Horror
Miracles from Heaven,13000000,61705123,73798720,PG,Drama
Snow Day,13000000,60008303,62452927,PG,Adventure
The Shallows,13000000,55121623,118888025,PG-13,Drama
RoboCop,13000000,53424681,53424681,R,Action
This Christmas,13000000,49121934,49733545,PG-13,Drama
St. Vincent,13000000,44137712,54837234,PG-13,Comedy
Earth to Echo,13000000,38934842,42174545,PG,Adventure
The New Guy,13000000,28972187,28972187,PG-13,Comedy
Loaded Weapon 1,13000000,27979399,27979399,PG-13,Comedy
Baby Geniuses,13000000,27151490,27151490,PG,Adventure
The Big Hit,13000000,27066941,27066941,R,Action
Child's Play 2,13000000,26904572,34166572,R,Horror
Harriet the Spy,13000000,26570048,26570048,PG,Adventure
21 and Over,13000000,25682380,42195766,R,Comedy
The Mist,13000000,25593755,57189408,R,Horror
The Perks of Being a Wallflower,13000000,17742948,33069303,PG-13,Drama
crazy/beautiful,13000000,16929123,19929123,PG-13,Drama
Room,13000000,14677674,36262783,R,Drama
Woodlawn,13000000,14394097,14403703,PG,Drama
Letters from Iwo Jima,13000000,13756082,67867998,R,Drama
The Astronaut Farmer,13000000,11003643,11141213,PG,Drama
Dirty Work,13000000,10020081,10020081,PG-13,Comedy
Robinson Crusoe,13000000,8005586,33490316,PG,Adventure
Serial Mom,13000000,7881335,7881335,R,Comedy
Dick,13000000,6276869,6276869,PG-13,Comedy
Light It Up,13000000,5871603,5871603,R,Drama
Bubble Boy,13000000,5002310,5002310,PG-13,Comedy
Resurrecting the Champ,13000000,3172382,3260555,PG-13,Drama
The Widow of St. Pierre,13000000,3058380,3058380,R,Drama
Youth,13000000,2703296,24002112,R,Drama
Un Prophète,13000000,2087720,19910624,R,Drama
The Vatican Tapes,13000000,1784763,14999638,PG-13,Horror
Find Me Guilty,13000000,1173673,2898225,R,Drama
Infamous,13000000,1151330,2613717,R,Drama
Attack the Block,13000000,1024175,6459183,R,Action
In The Land of Blood and Honey,13000000,303877,509193,R,Drama
The Killer Inside Me,13000000,217277,3617277,R,Drama
The Drop,12600000,10724389,19054534,R,Drama
Machete,12500000,26593646,46370970,R,Action
Antwone Fisher,12500000,21078145,23367586,PG-13,Drama
La Guerre du feu,12500000,20959585,20959585,,Adventure
The Emperor's Club,12500000,14060950,16193713,PG-13,Drama
Sorority Row,12500000,11965282,26735797,R,Horror
Glengarry Glen Ross,12500000,10725228,10725228,R,Drama
The Boy in the Striped Pyjamas,12500000,9046156,44083403,PG-13,Drama
Cat People,12500000,7000000,21000000,R,Drama
The Prisoner of Zenda,12500000,7000000,7000000,,Comedy
Conviction,12500000,6797696,11826980,R,Drama
Lars and the Real Girl,12500000,5956480,11277119,PG-13,Comedy
Solitary Man,12500000,4360548,4360548,R,Drama
Oscar and Lucinda,12500000,1612957,1612957,R,Drama
The Funeral,12500000,1212799,1412799,R,Drama
Tae Guik Gi: The Brotherhood of War,12500000,1110186,69826708,R,Drama
The Perfect Game,12500000,1089445,3931367,PG,Drama
The Land Before Time,12300000,48092846,81972846,G,Adventure
Jaws,12000000,260000000,470700000,PG,Horror
The Exorcist,12000000,204868002,402735134,R,Horror
The Fault in Our Stars,12000000,124872350,307166834,PG-13,Drama
American Pie,12000000,101800948,234723148,R,Comedy
Heaven is for Real,12000000,91386097,100916299,PG,Drama
The Golden Child,12000000,79817937,79817937,PG-13,Action
Star Trek II: The Wrath of Khan,12000000,78912963,95800000,PG,Adventure
Barbershop,12000000,75781642,77063461,PG-13,Comedy
Ace Ventura: Pet Detective,12000000,72217396,107217396,PG-13,Comedy
Act of Valor,12000000,70012847,82497035,R,Action
Step Up,12000000,65328121,110989157,PG-13,Drama
Beavis and Butt-Head Do America,12000000,63118386,63118386,PG-13,Adventure
Lion,12000000,51739495,149875676,PG-13,Drama
Jackie Brown,12000000,39673162,74727492,R,Drama
Philomena,12000000,37709979,98963392,PG-13,Drama
Time Bandits,12000000,37400000,37400000,,Adventure
Paper Towns,12000000,32000304,85512300,PG-13,Drama
Quarantine,12000000,31691811,41924774,R,Horror
One Hour Photo,12000000,31597131,52223306,R,Drama
Johnson Family Vacation,12000000,31203964,31286759,PG-13,Comedy
How High,12000000,31155435,31222395,R,Comedy
Spartacus,12000000,30000000,60000000,PG-13,Action
Crank,12000000,27838408,43924923,R,Action
The Muppet Christmas Carol,12000000,27281507,27492918,G,Comedy
Frida,12000000,25885000,56131239,R,Drama
Top Five,12000000,25317379,26001741,R,Comedy
Rounders,12000000,22921898,22921898,R,Drama
Project Almanac,12000000,22348241,32909437,PG-13,Adventure
Tales from the Crypt: Demon Knight,12000000,21089146,21089146,R,Horror
The Upside of Anger,12000000,18761993,28915761,R,Drama
Aquamarine,12000000,18597342,22978953,PG,Comedy
Nebraska,12000000,17654912,24761360,R,Drama
My Baby's Daddy,12000000,17321573,17322212,PG-13,Comedy
Max Keeble's Big Move,12000000,17292381,17292381,PG,Adventure
Young Adult,12000000,16311571,22750356,R,Comedy
Wish Upon,12000000,14301505,23477345,PG-13,Horror
Def Jam's How To Be a Player,12000000,14010363,14010363,R,Comedy
Living Out Loud,12000000,12905901,12905901,R,Drama
Rachel Getting Married,12000000,12796861,17475475,R,Drama
The Postman Always Rings Twice,12000000,12200000,44200000,,Drama
Girl with a Pearl Earring,12000000,11634362,43274797,PG-13,Drama
Das Boot,12000000,11487676,84970337,R,Drama
House of Flying Daggers,12000000,11050094,92863945,PG-13,Action
Sorority Boys,12000000,10198766,12516222,R,Comedy
Marshall,12000000,10051659,10116816,PG-13,Drama
Cadillac Records,12000000,8195551,8942516,R,Drama
Screwed,12000000,6982680,6982680,PG-13,Comedy
Running With Scissors,12000000,6860000,8706701,R,Comedy
Fortress,12000000,6730578,46730578,R,Action
For Your Consideration,12000000,5549923,5549923,PG-13,Comedy
Celebrity,12000000,5078660,6200000,R,Comedy
Invaders from Mars,12000000,4884663,4984663,,Horror
Girl 6,12000000,4880941,4880941,R,Comedy
Charlie Bartlett,12000000,3950294,5295909,R,Comedy
Two Lovers,12000000,3149034,16349034,R,Drama
Last Orders,12000000,2326407,2326407,R,Drama
Gwoemul,12000000,2201923,92618117,R,Action
The Pursuit of D.B. Cooper,12000000,2104164,2104164,,Adventure
Ravenous,12000000,2062406,2062406,R,Horror
The Dangerous Lives of Altar Boys,12000000,1779284,1779284,R,Drama
Stoker,12000000,1703125,12034913,R,Drama
Married Life,12000000,1506998,2975188,PG-13,Drama
Kill the Irishman,12000000,1188194,1188194,R,Drama
Duma,12000000,870067,994790,PG,Adventure
Darling Companion,12000000,793352,1200346,PG-13,Comedy
Ondine,12000000,550472,557545,PG-13,Drama
Life Before Her Eyes,12000000,303439,7203439,R,Drama
Critical Care,12000000,220175,220175,R,Drama
Trade,12000000,214202,1513388,R,Drama
Fateless,12000000,196857,196857,R,Drama
San qiang pai an jing qi,12000000,190946,310946,R,Drama
Breakfast of Champions,12000000,178287,178287,R,Comedy
Company Man,12000000,146028,622273,PG-13,Comedy
Nanjing! Nanjing!,12000000,122558,20122558,R,Drama
Trash,12000000,17484,6553186,R,Adventure
5 Days of War,12000000,17479,87793,R,Drama
10 Days in a Madhouse,12000000,14616,14616,R,Drama
The Dressmaker,11900000,2022115,24041617,R,Drama
Diamonds,11900000,81897,81897,PG-13,Comedy
Madadayo,11900000,48856,48856,,Drama
Carol,11800000,12711491,42895440,R,Drama
Pet Sematary,11500000,57469179,57469179,R,Horror
Dirty Grandpa,11500000,35593113,105241410,R,Comedy
St. Trinian’s,11400000,15000,29830239,PG-13,Comedy
Star Wars Ep. IV: A New Hope,11000000,460998007,786598007,PG,Adventure
Gremlins,11000000,148168459,148199515,PG,Comedy
Doctor Zhivago,11000000,111721000,111859493,PG-13,Drama
The Fighter,11000000,93617009,129262388,R,Drama
Fried Green Tomatoes,11000000,81204830,81204830,PG-13,Drama
Jackass: Number Two,11000000,72778712,85278712,R,Comedy
My Cousin Vinny,11000000,52929168,52929168,R,Comedy
If I Stay,11000000,50474843,78356170,PG-13,Drama
Major League,11000000,49793054,49793054,R,Comedy
A Walk to Remember,11000000,41227069,46060915,PG,Drama
Dead Man Walking,11000000,39387284,83088295,R,Drama
Brooklyn,11000000,38322743,62076141,PG-13,Drama
Cruel Intentions,11000000,38230075,75803716,R,Drama
The Secret Life of Bees,11000000,37780486,39994347,PG-13,Drama
Woman in Gold,11000000,33307793,57019592,PG-13,Drama
History of the World: Part I,11000000,31672000,31672000,,Comedy
Saw VI,11000000,27693292,69752402,R,Horror
Corky Romano,11000000,23978402,25116103,PG-13,Comedy
F.I.S.T,11000000,20388920,20388920,,Drama
Barry Lyndon,11000000,20000000,20169934,PG,Drama
Quartet,11000000,18388357,56178935,PG-13,Comedy
Out Cold,11000000,13906394,14786394,PG-13,Comedy
The Ladies Man,11000000,13592872,13719474,R,Comedy
Tomcats,11000000,13558739,13558739,R,Comedy
Inside Llewyn Davis,11000000,13248209,32943247,R,Drama
Army of Darkness,11000000,11502976,21502976,R,Horror
Kinsey,11000000,10214647,17443529,R,Drama
What's Eating Gilbert Grape,11000000,9170214,9170214,PG-13,Drama
Slackers,11000000,4814244,5942218,R,Comedy
The Gospel of John,11000000,4068087,4234355,PG-13,Drama
Vera Drake,11000000,3753806,13353855,R,Drama
The Guru,11000000,3051221,24150550,R,Comedy
Othello,11000000,2844379,2844379,R,Drama
The Perez Family,11000000,2794056,2794056,R,Comedy
The Molly Maguires,11000000,2200000,2200000,PG,Drama
Return to the Blue Lagoon,11000000,2000000,2000000,PG-13,Adventure
Romance and Cigarettes,11000000,551002,3231251,R,Comedy
Copying Beethoven,11000000,355968,6586324,PG-13,Drama
Brighton Rock,11000000,229653,229653,R,Drama
LOL,11000000,0,10431506,PG-13,Comedy
Saw V,10800000,56746769,118209778,R,Horror
Les Intouchables,10800000,13182281,484873045,R,Comedy
Jindabyne,10800000,399879,2862544,R,Drama
Poltergeist,10700000,74706019,121706019,PG,Horror
An Ideal Husband,10700000,18542974,31341183,PG-13,Comedy
Darkness,10600000,22163442,34409206,PG-13,Horror
ET: The Extra-Terrestrial,10500000,435110554,792965326,PG,Drama
2001: A Space Odyssey,10500000,58583410,70576492,G,Adventure
In the Land of Women,10500000,11052958,14140402,PG-13,Comedy
The Blue Butterfly,10400000,1610194,1610194,PG,Drama
Lovesick,10100000,10143618,10143618,,Comedy
September Dawn,10100000,1066555,1066555,R,Drama
Good Will Hunting,10000000,138433435,225925989,R,Drama
The Grudge,10000000,110359362,187281115,PG-13,Horror
Don’t Breathe,10000000,89217875,159047649,R,Horror
Stripes,10000000,85300000,85300000,R,Comedy
Saw III,10000000,80238724,163876815,R,Horror
The Purge: Election Year,10000000,79042440,118557124,R,Horror
Book Club,10000000,68566296,89643819,PG-13,Comedy
Bring it On,10000000,68353550,90453550,PG-13,Comedy
Saw IV,10000000,63300095,135759694,R,Horror
Madea's Family Reunion,10000000,63257940,63320521,PG-13,Comedy
White Noise,10000000,56094360,92094360,PG-13,Drama
The Color of Money,10000000,52293000,52293000,R,Drama
Insidious Chapter 3,10000000,52218558,120678444,PG-13,Horror
The Mighty Ducks,10000000,50752337,50752337,PG,Comedy
Lady Bird,10000000,48958273,78610769,R,Drama
The Best Exotic Marigold Hotel,10000000,46383639,134639780,PG-13,Comedy
Hereditary,10000000,44069456,70090779,R,Horror
Bill & Ted's Excellent Adventure,10000000,40485039,40485039,PG,Adventure
The Longest Day,10000000,39100000,50100000,G,Action
Happy Gilmore,10000000,38623460,41004412,PG-13,Comedy
Jigsaw,10000000,38052832,102499582,R,Horror
Jeepers Creepers,10000000,37904175,58939035,R,Horror
St. Elmo’s Fire,10000000,37800000,37800000,R,Drama
Recess: School's Out,10000000,36696761,44451470,G,Adventure
Mad Max Beyond Thunderdome,10000000,36230219,36230219,PG-13,Action
The Boy,10000000,35819556,68220952,PG-13,Horror
Commando,10000000,35073978,35073978,R,Action
Devil,10000000,33679655,63354114,PG-13,Horror
Friday After Next,10000000,33253609,33526835,R,Comedy
The Last Dragon,10000000,33000000,33000000,,Action
How to Be a Latin Lover,10000000,32149404,62556228,PG-13,Comedy
The Lawnmower Man,10000000,32100816,32100816,R,Action
Nick and Norah's Infinite Playlist,10000000,31487293,33886017,PG-13,Drama
Calendar Girls,10000000,31011616,93074616,PG-13,Comedy
Dogma,10000000,30651422,43948865,R,Comedy
The Banger Sisters,10000000,30306281,38067218,R,Comedy
Road House,10000000,30050028,30050028,R,Action
Teen Titans Go! To The Movies,10000000,29562341,51411600,PG,Adventure
Twilight Zone: The Movie,10000000,29500000,29500000,PG,Horror
A Low Down Dirty Shame,10000000,29317886,29317886,R,Action
Swimfan,10000000,28564995,34084228,PG-13,Drama
Employee of the Month,10000000,28444855,38364855,PG-13,Comedy
Sinister 2,10000000,27740955,54104225,R,Horror
The Outsiders,10000000,25697647,25697647,PG-13,Drama
Can't Hardly Wait,10000000,25358996,25358996,PG-13,Comedy
Mud,10000000,21590086,31556959,PG-13,Drama
Blair Witch,10000000,20777061,37478274,R,Horror
The Dead Zone,10000000,20766000,20766000,,Horror
Valentine,10000000,20384136,20384136,R,Horror
A Prairie Home Companion,10000000,20342852,26716191,PG-13,Comedy
Reno 911!: Miami,10000000,20342161,21851362,R,Comedy
Jane Austen's Mafia,10000000,19843795,30143795,PG-13,Comedy
Sugar Hill,10000000,18272447,18423914,R,Drama
Kit Kittredge: An American Girl,10000000,17657973,17657973,G,Drama
Invasion U.S.A.,10000000,17536256,17536256,R,Action
Roll Bounce,10000000,17380866,17433072,PG-13,Comedy
Tremors,10000000,16667084,16667084,PG-13,Action
Mo' Better Blues,10000000,16153000,16153000,R,Drama
Kung Pow: Enter the Fist,10000000,16033556,17033556,PG-13,Comedy
The Birth of a Nation,10000000,15861566,16891011,R,Drama
Wrong Turn,10000000,15417771,28649556,R,Horror
The Long Riders,10000000,15198912,15198912,,Action
The Corruptor,10000000,15164492,15164492,R,Action
My Week with Marilyn,10000000,14597405,34240572,R,Drama
Big Eyes,10000000,14482031,27317872,PG-13,Drama
Hey Arnold! The Movie,10000000,13684949,13684949,PG,Adventure
Love Jones,10000000,12554569,12554569,R,Drama
End of the Spear,10000000,11748661,11924041,PG-13,Drama
The Legend of Drunken Master,10000000,11546543,11546543,R,Action
Drop Dead Gorgeous,10000000,10571408,10571408,PG-13,Comedy
The Spanish Prisoner,10000000,10162034,13835130,PG,Drama
Le Violon rouge,10000000,10019109,10019109,R,Drama
Sleepover,10000000,9408183,9408183,PG,Adventure
Movie 43,10000000,8840453,31164747,R,Comedy
MacGruber,10000000,8525600,8629895,R,Comedy
Dirty Pretty Things,10000000,8112414,14156753,R,Drama
Bad Words,10000000,7779614,7843145,R,Comedy
While We're Young,10000000,7582065,14956484,R,Comedy
Over Her Dead Body,10000000,7570127,21596074,PG-13,Comedy
Bones,10000000,7316658,8378853,R,Horror
Cedar Rapids,10000000,6861102,7862131,R,Comedy
The Collection,10000000,6810754,8890094,R,Horror
American History X,10000000,6719864,6719864,R,Drama
Teacher's Pet: The Movie,10000000,6491969,6491969,PG,Adventure
The Straight Story,10000000,6197866,6197866,G,Drama
Deuces Wild,10000000,6044618,6244618,R,Drama
Heartbeeps,10000000,6000000,6000000,,Comedy
Danny Collins,10000000,5637066,7501132,R,Comedy
Rescue Dawn,10000000,5490423,7037886,PG-13,Action
Black and White,10000000,5241315,5241315,R,Drama
Io sono l’amore,10000000,5005465,15121528,R,Drama
Gotti,10000000,4286367,6089100,R,Drama
Denial,10000000,4073448,9263940,PG-13,Drama
Everybody Wants Some,10000000,3400278,5437126,R,Comedy
Crash,10000000,3357324,3357324,R,Drama
Atlas Shrugged: Part II,10000000,3336053,3336053,PG-13,Drama
Romeo Is Bleeding,10000000,3275585,3275585,R,Drama
The Limey,10000000,3193102,6030047,R,Drama
Rosewater,10000000,3128941,3185717,R,Drama
The House of Mirth,10000000,3041803,5149131,PG,Drama
Malone,10000000,3000000,3000000,R,Action
Peaceful Warrior,10000000,2893666,3260179,PG-13,Drama
Bucky Larson: Born to Be a Star,10000000,2529395,2529395,R,Comedy
Bamboozled,10000000,2185266,2373937,R,Drama
The Iceman,10000000,1930282,3623609,R,Drama
Free Fire,10000000,1799322,3793739,R,Action
A Better Life,10000000,1759252,1884251,PG-13,Drama
Spider,10000000,1641788,1641788,R,Drama
Nicholas Nickleby,10000000,1562800,1562800,PG,Drama
50 to 1,10000000,1069454,1069454,PG-13,Drama
Owning Mahowny,10000000,1011054,1011054,R,Drama
The Ten Commandments,10000000,952820,1051907,PG,Adventure
The Brothers Solomon,10000000,900926,900926,R,Comedy
My Blueberry Nights,10000000,866778,22198996,PG-13,Drama
Illuminata,10000000,836641,836641,R,Drama
Coriolanus,10000000,749641,2179623,R,Drama
Parkland,10000000,641439,1616353,PG-13,Drama
Shaolin Soccer,10000000,488872,42776032,PG-13,Comedy
King of California,10000000,268461,1165102,PG-13,Drama
Rien ne va plus,10000000,245359,5045359,,Comedy
La femme de chambre du Titanic,10000000,244465,244465,,Drama
Imaginary Heroes,10000000,228524,290875,R,Drama
Welcome to the Rileys,10000000,152857,355919,R,Drama
Kicks,10000000,150191,150191,R,Adventure
High School,10000000,139034,248133,R,Comedy
Severance,10000000,137221,5950002,R,Comedy
Joheunnom nabbeunnom isanghannom,10000000,128486,42226657,R,Action
Police Academy 7: Mission to Moscow,10000000,126247,126247,PG,Comedy
Blood Done Sign My Name,10000000,109383,109383,PG-13,Drama
Motherhood,10000000,93388,723388,PG-13,Comedy
Eulogy,10000000,70527,70527,R,Comedy
Elsa & Fred,10000000,67657,109144,PG-13,Comedy
The Open Road,10000000,19716,19716,PG-13,Drama
Strangerland,10000000,17472,161097,R,Drama
Janky Promoters,10000000,9069,9069,R,Comedy
Blonde Ambition,10000000,6422,1537479,PG-13,Comedy
It's a Wonderful Afterlife,10000000,0,1642939,PG-13,Comedy
Fifty Dead Men Walking,10000000,0,997921,R,Drama
Plastic,10000000,0,575371,R,Action
Partition,10000000,0,0,,Drama
Detention,10000000,0,0,R,Comedy
Nurse 3D,10000000,0,0,R,Horror
American Heist,10000000,0,0,R,Action
Amour,9700000,6738954,36787044,PG-13,Drama
The Lost City,9600000,2484186,5256839,R,Drama
Next Friday,9500000,57176582,59675307,R,Comedy
You Only Live Twice,9500000,43100000,111600000,PG,Action
Poltergeist III,9500000,14114000,14114000,PG-13,Horror
The Runaways,9500000,3573673,5278632,R,Drama
Gentlemen Broncos,9500000,115155,119955,PG-13,Comedy
It's a Mad Mad Mad Mad World,9400000,46300000,60000000,,Comedy
Volver,9400000,12899867,87226613,R,Comedy
Heavy Metal,9300000,19571091,19571091,,Adventure
Richard III,9200000,2684904,4199334,R,Drama
Alien,9000000,80930630,203630630,R,Horror
Thunderball,9000000,63600000,141200000,PG,Action
Set It Off,9000000,36049108,36049108,R,Drama
Ouija: Origin of Evil,9000000,35144505,81831866,PG-13,Horror
Child's Play,9000000,33244684,44196684,R,Horror
Black or White,9000000,21571189,21971021,PG-13,Drama
Harold & Kumar Go to White Castle,9000000,18225165,18225165,R,Comedy
The Contender,9000000,17804273,17804273,R,Drama
